Protein id,number in CRISPR array,Number in genome sequences,Co-occurance,BLASTp derived description,
12322|*|gene_1818280|GeneMark.hmm|819_aa|-|5733|8192,90,55225,0.001629697,,
5311|*|gene_5008|GeneMark.hmm|1061_aa|+|153760|156945,25,15397,0.001623693,,
3521|*|gene_38050|GeneMark.hmm|1180_aa|+|7859|11401,7,4316,0.001621872,,
12732|*|gene_12490|GeneMark.hmm|809_aa|+|12405|14834,13,8025,0.001619938,,
15818|*|gene_1747729|GeneMark.hmm|752_aa|+|14722|16980,21,13006,0.001614639,,
13480|*|gene_46127|GeneMark.hmm|794_aa|-|22124|24508,9,5580,0.001612903,,
1965|*|gene_4011920|GeneMark.hmm|1358_aa|+|14647|18723,71,44052,0.001611732,,
7254|*|gene_4885176|GeneMark.hmm|971_aa|+|8269|11184,56,34845,0.001607117,,
11650|*|gene_2825410|GeneMark.hmm|834_aa|+|1220|3724,28,17465,0.001603206,,
6438|*|gene_34158|GeneMark.hmm|1009_aa|+|158|3187,96,59886,0.001603046,,
4697|*|gene_1945513|GeneMark.hmm|1098_aa|+|287|3583,59,36934,0.001597444,,
9189|*|gene_1013|GeneMark.hmm|898_aa|-|11600|14296,24,15026,0.001597231,,
7088|*|gene_2297867|GeneMark.hmm|979_aa|+|1839|4778,95,59554,0.001595191,,
7025|*|gene_4192210|GeneMark.hmm|982_aa|+|12425|15373,38,23833,0.001594428,,
9829|*|gene_3827702|GeneMark.hmm|880_aa|-|265|2907,42,26424,0.001589464,,
15111|*|gene_29956|GeneMark.hmm|763_aa|+|3117|5408,59,37133,0.001588883,,
8773|*|gene_773131|GeneMark.hmm|913_aa|+|7076|9817,6,3781,0.001586882,,
11293|*|gene_16578|GeneMark.hmm|841_aa|+|13030|15555,14,8863,0.001579601,,
5491|*|gene_2771464|GeneMark.hmm|1053_aa|-|43429|46590,48,30388,0.001579571,,
2750|*|gene_4521478|GeneMark.hmm|1259_aa|+|3|3782,208,132003,0.001575722,,
14839|*|gene_984303|GeneMark.hmm|769_aa|+|32186|34495,128,81269,0.001575016,,
136|*|gene_2161780|GeneMark.hmm|2590_aa|-|1766|9538,47,29869,0.001573538,,
13055|*|gene_4625648|GeneMark.hmm|804_aa|-|12534|14948,11,6993,0.001573002,,
12190|*|gene_2281962|GeneMark.hmm|822_aa|-|946|3414,106,67762,0.001564299,,
6980|*|gene_583401|GeneMark.hmm|984_aa|+|13784|16738,57,36735,0.001551654,,
491|*|gene_2679434|GeneMark.hmm|1905_aa|+|9707|15424,537,346218,0.001551046,,
11256|*|gene_4880107|GeneMark.hmm|843_aa|-|21014|23545,94,60959,0.00154202,,
7009|*|gene_4409788|GeneMark.hmm|983_aa|-|20513|23464,102,66490,0.001534065,,
7121|*|gene_33735|GeneMark.hmm|976_aa|-|12706|15636,12,7861,0.001526523,,
9965|*|gene_2385765|GeneMark.hmm|876_aa|-|3740|6370,43,28192,0.001525255,,
13571|*|gene_11587|GeneMark.hmm|793_aa|+|92143|94524,54,35558,0.001518646,,
6057|*|gene_14645|GeneMark.hmm|1026_aa|-|21900|24980,44,29054,0.001514421,,
5530|*|gene_13167|GeneMark.hmm|1049_aa|+|69715|72864,8,5287,0.001513145,,
8762|*|gene_1917436|GeneMark.hmm|913_aa|-|456|3197,12,7932,0.001512859,,
8670|*|gene_23257|GeneMark.hmm|915_aa|-|36803|39550,43,28481,0.001509778,,
15174|*|gene_3921792|GeneMark.hmm|764_aa|+|597|2891,14,9285,0.001507808,,
15475|*|gene_34813|GeneMark.hmm|757_aa|-|9994|12267,66,44043,0.001498536,,
9724|*|gene_2186047|GeneMark.hmm|883_aa|+|7413|10064,105,70207,0.001495577,,
9609|*|gene_3948418|GeneMark.hmm|886_aa|+|41771|44431,33,22080,0.001494565,,
10485|*|gene_911367|GeneMark.hmm|861_aa|-|9490|12075,8,5354,0.00149421,,
2932|*|gene_3770748|GeneMark.hmm|1238_aa|+|116|3832,32,21417,0.00149414,,
2488|*|gene_4907|GeneMark.hmm|1295_aa|-|128034|131921,48,32185,0.001491378,,
13985|*|gene_40415|GeneMark.hmm|784_aa|-|17535|19889,82,55076,0.001488852,,
10276|*|gene_1188475|GeneMark.hmm|868_aa|-|6723|9329,20,13457,0.001486215,,
12047|*|gene_37851|GeneMark.hmm|824_aa|-|34927|37401,9,6059,0.001485394,,
10238|*|gene_1349590|GeneMark.hmm|869_aa|-|8149|10758,64,43116,0.001484368,,
14065|*|gene_3378042|GeneMark.hmm|784_aa|+|250|2604,24,16181,0.001483221,,
9658|*|gene_1534777|GeneMark.hmm|885_aa|-|7875|10532,43,29003,0.001482605,,
9280|*|gene_239356|GeneMark.hmm|896_aa|-|20134|22824,172,116310,0.001478807,,
4871|*|gene_1534696|GeneMark.hmm|1087_aa|-|30824|34087,156,106138,0.001469785,,
7373|*|gene_9717|GeneMark.hmm|965_aa|-|7221|10118,40,27289,0.001465792,,
15594|*|gene_3637440|GeneMark.hmm|756_aa|-|4493|6763,53,36174,0.001465141,,
14083|*|gene_23238|GeneMark.hmm|782_aa|+|4921|7269,111,75802,0.001464341,,
7868|*|gene_2204592|GeneMark.hmm|945_aa|-|15860|18697,86,58813,0.001462262,,
8196|*|gene_18217|GeneMark.hmm|931_aa|-|3722|6517,41,28047,0.001461832,,
927|*|gene_4358689|GeneMark.hmm|1624_aa|+|11334|16208,79,54044,0.001461772,,
10797|*|gene_1778751|GeneMark.hmm|854_aa|-|3632|6196,19,13002,0.001461314,,
3212|*|gene_2656317|GeneMark.hmm|1211_aa|-|8109|11744,9,6183,0.001455604,,
13789|*|gene_23097|GeneMark.hmm|788_aa|-|27225|29591,110,75734,0.001452452,,
11564|*|gene_3873659|GeneMark.hmm|836_aa|-|15035|17545,113,78074,0.001447345,,
7947|*|gene_48199|GeneMark.hmm|941_aa|+|10683|13508,5,3463,0.001443835,,
13899|*|gene_986597|GeneMark.hmm|787_aa|+|36338|38701,5,3465,0.001443001,,
9869|*|gene_1100257|GeneMark.hmm|879_aa|+|5909|8548,39,27173,0.001435248,,
14969|*|gene_2827923|GeneMark.hmm|767_aa|-|37209|39512,41,28603,0.001433416,,
11623|*|gene_40390|GeneMark.hmm|834_aa|+|34287|36791,11,7682,0.001431919,,
6378|*|gene_29685|GeneMark.hmm|1012_aa|-|10736|13774,57,39829,0.001431118,,
12588|*|gene_34525|GeneMark.hmm|812_aa|+|4860|7298,76,53199,0.001428598,,
650|*|gene_33007|GeneMark.hmm|1790_aa|-|4276|9648,15,10565,0.001419782,,
9795|*|gene_1477420|GeneMark.hmm|881_aa|-|9265|11910,81,57221,0.001415564,,
5969|*|gene_20516|GeneMark.hmm|1029_aa|-|6602|9691,75,53151,0.001411074,,
3770|*|gene_3494676|GeneMark.hmm|1162_aa|-|7850|11338,7,4965,0.001409869,,
3621|*|gene_3471909|GeneMark.hmm|1174_aa|-|477|4001,28,19879,0.001408522,,
8715|*|gene_4111935|GeneMark.hmm|915_aa|-|2012|4759,31,22046,0.001406151,,
4884|*|gene_4020777|GeneMark.hmm|1087_aa|-|4044|7307,85,60540,0.00140403,,
6754|*|gene_985078|GeneMark.hmm|994_aa|-|33659|36643,86,61383,0.001401039,,
3584|*|gene_4011448|GeneMark.hmm|1176_aa|-|12216|15746,16,11423,0.001400683,,
4984|*|gene_4668954|GeneMark.hmm|1081_aa|-|942|4187,102,72840,0.001400329,,
6376|*|gene_685410|GeneMark.hmm|1012_aa|+|23311|26349,55,39444,0.001394382,,
13495|*|gene_10733|GeneMark.hmm|794_aa|-|90883|93267,11,7921,0.001388714,,
12592|*|gene_2029492|GeneMark.hmm|813_aa|+|26858|29299,67,48247,0.001388687,,
12036|*|gene_3733811|GeneMark.hmm|826_aa|+|815|3295,98,71066,0.001379,,
9825|*|gene_46473|GeneMark.hmm|879_aa|+|12506|15145,48,34837,0.001377845,,
9030|*|gene_124131|GeneMark.hmm|905_aa|+|36737|39454,130,94528,0.001375254,,
6228|*|gene_3388616|GeneMark.hmm|1020_aa|+|115|3177,57,41524,0.0013727,,
8804|*|gene_31534|GeneMark.hmm|910_aa|-|29488|32220,48,35175,0.001364606,,
11051|*|gene_34320|GeneMark.hmm|846_aa|+|32556|35096,6,4414,0.001359311,,
14228|*|gene_4026133|GeneMark.hmm|780_aa|-|7413|9755,43,31887,0.001348512,,
9319|*|gene_1897382|GeneMark.hmm|896_aa|-|8528|11218,101,75179,0.00134346,,
9349|*|gene_4876800|GeneMark.hmm|895_aa|+|6342|9029,96,71590,0.001340969,,
6701|*|gene_38775|GeneMark.hmm|995_aa|-|711|3698,38,28403,0.001337887,,
7417|*|gene_1443332|GeneMark.hmm|964_aa|+|35985|38879,103,77038,0.001337003,,
14775|*|gene_3559183|GeneMark.hmm|771_aa|-|30236|32551,55,41236,0.001333786,,
4087|*|gene_2020682|GeneMark.hmm|1137_aa|-|27173|30586,2,1500,0.001333333,,
8394|*|gene_37051|GeneMark.hmm|924_aa|+|36852|39626,8,6002,0.001332889,,
3389|*|gene_3892662|GeneMark.hmm|1194_aa|+|8571|12155,82,61694,0.001329141,,
7548|*|gene_1592727|GeneMark.hmm|958_aa|+|34656|37532,102,76995,0.001324761,,
11705|*|gene_3874|GeneMark.hmm|832_aa|+|23564|26062,24,18199,0.001318754,,
7267|*|gene_4874903|GeneMark.hmm|971_aa|-|21258|24173,71,53843,0.001318649,,
3821|*|gene_37225|GeneMark.hmm|1157_aa|-|25006|28479,10,7599,0.001315963,,
9554|*|gene_1827983|GeneMark.hmm|888_aa|-|4548|7214,146,111338,0.001311322,,
131|*|gene_2257400|GeneMark.hmm|2625_aa|+|2340|10217,18,13796,0.001304726,,
4410|*|gene_2889841|GeneMark.hmm|1115_aa|-|591|3938,11,8441,0.001303163,,
1276|*|gene_239|GeneMark.hmm|1496_aa|+|305112|309602,94,72229,0.001301416,,
4610|*|gene_2205478|GeneMark.hmm|1102_aa|+|1478|4786,61,46980,0.001298425,,
10461|*|gene_623394|GeneMark.hmm|862_aa|+|34759|37347,63,48531,0.001298139,,
7373|*|gene_1757082|GeneMark.hmm|966_aa|+|30357|33257,28,21577,0.001297678,,
10311|*|gene_3175350|GeneMark.hmm|867_aa|-|5294|7897,93,71683,0.001297379,,
15372|*|gene_1008531|GeneMark.hmm|760_aa|+|35592|37874,4,3090,0.001294498,,
12409|*|gene_602523|GeneMark.hmm|818_aa|+|2435|4891,47,36311,0.001294374,,
5388|*|gene_40420|GeneMark.hmm|1057_aa|-|14734|17907,11,8508,0.001292901,,
3419|*|gene_2290392|GeneMark.hmm|1191_aa|+|6554|10129,21,16245,0.001292705,,
13781|*|gene_982033|GeneMark.hmm|790_aa|+|3887|6259,55,42589,0.001291413,,
15388|*|gene_2475649|GeneMark.hmm|760_aa|+|3808|6090,13,10092,0.001288149,,
14586|*|gene_4636171|GeneMark.hmm|774_aa|-|9753|12077,303,235549,0.001286357,,
12861|*|gene_1350203|GeneMark.hmm|808_aa|-|54|2480,62,48207,0.00128612,,
10083|*|gene_18882|GeneMark.hmm|871_aa|+|11|2626,204,158729,0.001285209,,
5978|*|gene_813471|GeneMark.hmm|1030_aa|+|36525|39617,96,74895,0.001281795,,
12398|*|gene_1555078|GeneMark.hmm|818_aa|+|22569|25025,6,4682,0.001281504,,
8361|*|gene_2662599|GeneMark.hmm|927_aa|+|11443|14226,97,75711,0.001281188,,
13866|*|gene_2090347|GeneMark.hmm|788_aa|+|10159|12525,8,6272,0.00127551,,
1369|*|gene_20960|GeneMark.hmm|1470_aa|+|34307|38719,14,11001,0.001272612,,
5207|*|gene_1365289|GeneMark.hmm|1069_aa|-|24859|28068,10,7900,0.001265823,,
3920|*|gene_2160306|GeneMark.hmm|1150_aa|+|21839|25291,13,10290,0.001263362,,
2203|*|gene_17796|GeneMark.hmm|1331_aa|-|1|3993,44,34872,0.001261757,,
239|*|gene_324603|GeneMark.hmm|2239_aa|-|25253|31972,195,154756,0.001260048,,
13753|*|gene_593184|GeneMark.hmm|790_aa|+|21155|23527,59,47115,0.001252255,,
1503|*|gene_44969|GeneMark.hmm|1440_aa|+|12069|16391,9,7219,0.00124671,,
2574|*|gene_2427556|GeneMark.hmm|1285_aa|-|3000|6857,46,36927,0.001245701,,
7351|*|gene_1460444|GeneMark.hmm|967_aa|-|14571|17474,48,38558,0.001244878,,
8989|*|gene_494792|GeneMark.hmm|906_aa|-|33717|36437,159,128372,0.001238588,,
10959|*|gene_40156|GeneMark.hmm|850_aa|+|34753|37305,16,12949,0.001235617,,
2118|*|gene_3070865|GeneMark.hmm|1338_aa|+|52444|56460,93,75295,0.001235142,,
9136|*|gene_1384494|GeneMark.hmm|901_aa|+|3052|5757,312,252885,0.001233762,,
8035|*|gene_2561569|GeneMark.hmm|939_aa|-|6215|9034,33,26757,0.001233322,,
5027|*|gene_383014|GeneMark.hmm|1079_aa|+|22399|25638,82,66620,0.001230862,,
10186|*|gene_4635466|GeneMark.hmm|870_aa|-|18898|21510,83,67772,0.001224695,,
11077|*|gene_1024634|GeneMark.hmm|847_aa|+|36100|38643,73,59616,0.001224503,,
12347|*|gene_3071973|GeneMark.hmm|819_aa|-|5858|8317,15,12303,0.001219215,,
13550|*|gene_31990|GeneMark.hmm|793_aa|+|27814|30195,45,37101,0.001212905,,
10691|*|gene_4062919|GeneMark.hmm|856_aa|+|749|3319,74,61286,0.001207454,,
6751|*|gene_3816363|GeneMark.hmm|994_aa|+|11849|14833,92,76281,0.001206067,,
10636|*|gene_2125852|GeneMark.hmm|858_aa|+|26747|29323,78,64740,0.001204819,,
15284|*|gene_34839|GeneMark.hmm|760_aa|+|4123|6405,8,6668,0.00119976,,
13002|*|gene_10119|GeneMark.hmm|804_aa|-|84651|87065,5,4175,0.001197605,,
4202|*|gene_23470|GeneMark.hmm|1128_aa|-|1139|4525,8,6693,0.001195279,,
10331|*|gene_2593791|GeneMark.hmm|866_aa|+|3285|5885,131,109686,0.001194318,,
6536|*|gene_31049|GeneMark.hmm|1003_aa|-|5|3016,41,34330,0.001194291,,
7051|*|gene_2615999|GeneMark.hmm|981_aa|-|14746|17691,7,5890,0.001188455,,
10690|*|gene_16235|GeneMark.hmm|855_aa|+|35948|38515,8,6802,0.001176125,,
5739|*|gene_3826638|GeneMark.hmm|1042_aa|-|11695|14823,52,44264,0.00117477,,
1484|*|gene_43112|GeneMark.hmm|1444_aa|-|23341|27675,19,16225,0.001171032,,
14166|*|gene_23440|GeneMark.hmm|780_aa|+|12694|15036,38,32586,0.001166145,,
7443|*|gene_773668|GeneMark.hmm|963_aa|-|21504|24395,30,25786,0.001163422,,
13958|*|gene_32149|GeneMark.hmm|786_aa|+|24273|26633,60,51709,0.00116034,,
3444|*|gene_3190168|GeneMark.hmm|1189_aa|+|16165|19734,126,108642,0.001159772,,
5581|*|gene_1769259|GeneMark.hmm|1049_aa|+|28052|31201,167,144106,0.001158869,,
9888|*|gene_31818|GeneMark.hmm|877_aa|-|5954|8587,3,2591,0.001157854,,
7298|*|gene_29392|GeneMark.hmm|967_aa|+|891|3794,13,11241,0.001156481,,
5143|*|gene_777|GeneMark.hmm|1070_aa|-|93859|97071,59,51082,0.001155006,,
15061|*|gene_34919|GeneMark.hmm|764_aa|+|12480|14774,39,33775,0.0011547,,
14180|*|gene_1663606|GeneMark.hmm|781_aa|-|13259|15604,84,72757,0.001154528,,
4571|*|gene_3955885|GeneMark.hmm|1105_aa|-|23450|26767,49,42511,0.001152643,,
6063|*|gene_31971|GeneMark.hmm|1025_aa|+|35436|38513,21,18284,0.001148545,,
8204|*|gene_32718|GeneMark.hmm|931_aa|-|14583|17378,8,6983,0.001145639,,
6035|*|gene_4966|GeneMark.hmm|1027_aa|+|85839|88922,3,2626,0.001142422,,
13436|*|gene_6167|GeneMark.hmm|795_aa|-|93533|95920,83,72688,0.001141867,,
15699|*|gene_12499|GeneMark.hmm|752_aa|-|39583|41841,24,21122,0.001136256,,
2611|*|gene_1307863|GeneMark.hmm|1280_aa|-|17473|21315,49,43206,0.001134102,,
5512|*|gene_4248133|GeneMark.hmm|1052_aa|-|9815|12973,197,174717,0.001127538,,
12966|*|gene_10319|GeneMark.hmm|805_aa|+|104274|106691,3,2667,0.001124859,,
8001|*|gene_4151101|GeneMark.hmm|940_aa|+|22337|25159,15,13372,0.001121747,,
13288|*|gene_9979|GeneMark.hmm|798_aa|-|6918|9314,50,44580,0.001121579,,
167|*|gene_19619|GeneMark.hmm|2471_aa|+|32351|39766,43,38398,0.00111985,,
5784|*|gene_4513422|GeneMark.hmm|1039_aa|-|821|3940,19,16976,0.001119227,,
4282|*|gene_9341|GeneMark.hmm|1123_aa|-|53419|56790,16,14329,0.001116617,,
8070|*|gene_10938|GeneMark.hmm|936_aa|+|8572|11382,29,25979,0.001116286,,
143|*|gene_48274|GeneMark.hmm|2563_aa|-|11918|19609,45,40368,0.001114744,,
14878|*|gene_30885|GeneMark.hmm|767_aa|-|835|3138,38,34130,0.00111339,,
5719|*|gene_3696495|GeneMark.hmm|1043_aa|+|38594|41725,4,3604,0.001109878,,
10039|*|gene_100195|GeneMark.hmm|874_aa|+|37176|39800,11,9913,0.001109654,,
3662|*|gene_15454|GeneMark.hmm|1170_aa|+|56002|59514,3,2710,0.001107011,,
14296|*|gene_1121920|GeneMark.hmm|779_aa|-|361|2700,128,116272,0.001100867,,
4275|*|gene_2204198|GeneMark.hmm|1124_aa|+|15790|19164,36,32766,0.0010987,,
14010|*|gene_1299540|GeneMark.hmm|785_aa|+|12491|14848,10,9118,0.001096732,,
591|*|gene_46404|GeneMark.hmm|1823_aa|+|15971|21442,28,25564,0.00109529,,
13558|*|gene_18085|GeneMark.hmm|793_aa|+|3940|6321,6,5483,0.001094291,,
10173|*|gene_1056210|GeneMark.hmm|870_aa|-|35672|38284,23,21059,0.00109217,,
15155|*|gene_1884521|GeneMark.hmm|764_aa|+|17582|19876,48,44148,0.001087252,,
12032|*|gene_2119857|GeneMark.hmm|826_aa|+|10537|13017,171,157735,0.001084097,,
12484|*|gene_35339|GeneMark.hmm|815_aa|-|12480|14927,8,7381,0.001083864,,
12368|*|gene_4243787|GeneMark.hmm|818_aa|-|12510|14966,85,78481,0.001083065,,
5510|*|gene_3316329|GeneMark.hmm|1052_aa|-|7992|11150,14,12941,0.001081833,,
14716|*|gene_33613|GeneMark.hmm|772_aa|+|36867|39185,2,1852,0.001079914,,
14558|*|gene_4140726|GeneMark.hmm|775_aa|-|1724|4051,80,74095,0.001079695,,
5500|*|gene_41029|GeneMark.hmm|1051_aa|+|33495|36650,8,7433,0.001076281,,
2645|*|gene_666760|GeneMark.hmm|1275_aa|+|16012|19839,63,58613,0.001074847,,
11001|*|gene_2526583|GeneMark.hmm|849_aa|-|42987|45536,13,12103,0.001074114,,
14325|*|gene_17940|GeneMark.hmm|777_aa|+|5152|7485,21,19584,0.001072304,,
12498|*|gene_3074527|GeneMark.hmm|816_aa|-|11942|14392,74,69162,0.001069952,,
13490|*|gene_3388629|GeneMark.hmm|796_aa|-|307|2697,6,5608,0.0010699,,
1870|*|gene_773535|GeneMark.hmm|1373_aa|-|3|4121,21,19651,0.001068648,,
6539|*|gene_4893224|GeneMark.hmm|1004_aa|+|12800|15814,2,1874,0.001067236,,
1545|*|gene_193401|GeneMark.hmm|1431_aa|-|21750|26045,2,1875,0.001066667,,
15305|*|gene_253616|GeneMark.hmm|761_aa|-|8464|10749,57,53818,0.001059125,,
12254|*|gene_21224|GeneMark.hmm|819_aa|+|33232|35691,34,32294,0.001052827,,
14488|*|gene_4874998|GeneMark.hmm|775_aa|-|4089|6416,25,23837,0.00104879,,
6494|*|gene_929135|GeneMark.hmm|1006_aa|-|8123|11143,24,22884,0.001048768,,
12316|*|gene_45561|GeneMark.hmm|818_aa|-|2624|5080,5,4783,0.001045369,,
13114|*|gene_22304|GeneMark.hmm|802_aa|+|14505|16913,5,4791,0.001043623,,
6879|*|gene_1035963|GeneMark.hmm|988_aa|+|33369|36335,36,34534,0.001042451,,
184|*|gene_569537|GeneMark.hmm|2366_aa|-|24240|31340,226,217713,0.001038064,,
13791|*|gene_299519|GeneMark.hmm|789_aa|-|10163|12532,56,54088,0.00103535,,
7774|*|gene_10296|GeneMark.hmm|948_aa|-|7634|10480,48,46463,0.00103308,,
9951|*|gene_1689045|GeneMark.hmm|877_aa|+|15113|17746,125,121486,0.001028925,,
1477|*|gene_621799|GeneMark.hmm|1447_aa|+|28691|33034,3,2922,0.001026694,,
27|*|gene_1914949|GeneMark.hmm|4005_aa|+|13506|25523,282,278810,0.001011441,,
9422|*|gene_4880824|GeneMark.hmm|892_aa|-|1|2676,36,35848,0.00100424,,
12604|*|gene_15841|GeneMark.hmm|812_aa|-|33401|35839,74,73862,0.001001868,,
10592|*|gene_4920571|GeneMark.hmm|859_aa|+|5242|7821,6,6000,0.001,,
4629|*|gene_1951423|GeneMark.hmm|1101_aa|-|1|3303,10,10014,0.000998602,,
12312|*|gene_1233087|GeneMark.hmm|819_aa|+|22498|24957,50,50291,0.000994214,,
7175|*|gene_1352369|GeneMark.hmm|975_aa|+|1365|4292,21,21183,0.000991361,,
9581|*|gene_27723|GeneMark.hmm|886_aa|+|36856|39516,7,7075,0.000989399,,
3901|*|gene_4883839|GeneMark.hmm|1151_aa|-|543|3998,10,10130,0.000987167,,
5641|*|gene_2987483|GeneMark.hmm|1046_aa|-|3207|6347,68,68890,0.000987081,,
11427|*|gene_43130|GeneMark.hmm|838_aa|-|25712|28228,14,14211,0.000985152,,
10969|*|gene_1184318|GeneMark.hmm|849_aa|+|1566|4115,98,99530,0.000984628,,
2468|*|gene_15943|GeneMark.hmm|1298_aa|+|50156|54052,9,9158,0.000982747,,
6968|*|gene_23111|GeneMark.hmm|983_aa|-|34016|36967,22,22538,0.000976129,,
10661|*|gene_2746725|GeneMark.hmm|857_aa|+|4366|6939,27,27663,0.000976033,,
7416|*|gene_4681225|GeneMark.hmm|964_aa|+|20492|23386,58,59472,0.000975249,,
7709|*|gene_28902|GeneMark.hmm|951_aa|+|36028|38883,17,17436,0.000974994,,
4980|*|gene_1661566|GeneMark.hmm|1082_aa|+|12927|16175,23,23610,0.000974163,,
10102|*|gene_4512262|GeneMark.hmm|872_aa|-|13213|15831,3,3121,0.00096123,,
10808|*|gene_47996|GeneMark.hmm|852_aa|-|4442|7000,18,18748,0.000960102,,
4718|*|gene_4445554|GeneMark.hmm|1097_aa|-|8960|12253,33,34432,0.000958411,,
10642|*|gene_3948610|GeneMark.hmm|858_aa|-|3484|6060,8,8361,0.000956823,,
15482|*|gene_2733184|GeneMark.hmm|758_aa|-|8298|10574,7,7318,0.000956546,,
13514|*|gene_1665190|GeneMark.hmm|795_aa|+|3409|5796,4,4200,0.000952381,,
4779|*|gene_1955205|GeneMark.hmm|1093_aa|-|4717|7998,18,18918,0.000951475,,
5394|*|gene_4432554|GeneMark.hmm|1059_aa|+|16807|19986,38,40222,0.000944757,,
9835|*|gene_47683|GeneMark.hmm|878_aa|-|3917|6553,19,20149,0.000942975,,
12683|*|gene_64540|GeneMark.hmm|812_aa|-|20487|22925,42,44974,0.000933873,,
12436|*|gene_21192|GeneMark.hmm|817_aa|-|25321|27774,42,44995,0.000933437,,
3613|*|gene_1378137|GeneMark.hmm|1174_aa|+|23521|27045,11,11809,0.000931493,,
4166|*|gene_1209961|GeneMark.hmm|1132_aa|+|29116|32514,10,10758,0.000929541,,
9309|*|gene_41448|GeneMark.hmm|895_aa|-|16871|19558,87,93704,0.000928456,,
8863|*|gene_4317114|GeneMark.hmm|910_aa|-|10888|13620,18,19397,0.000927979,,
10067|*|gene_7354|GeneMark.hmm|872_aa|+|13656|16274,30,32333,0.000927845,,
3027|*|gene_46553|GeneMark.hmm|1226_aa|+|4055|7735,35,37754,0.000927054,,
4292|*|gene_338168|GeneMark.hmm|1123_aa|-|33594|36965,88,95137,0.000924982,,
7779|*|gene_20365|GeneMark.hmm|947_aa|-|4095|6938,37,40107,0.000922532,,
1373|*|gene_3805475|GeneMark.hmm|1470_aa|+|7813|12225,36,39472,0.000912039,,
12415|*|gene_2037175|GeneMark.hmm|817_aa|+|3033|5486,49,53758,0.000911492,,
2491|*|gene_17542|GeneMark.hmm|1295_aa|+|5510|9397,2,2202,0.000908265,,
75|*|gene_27568|GeneMark.hmm|3106_aa|-|27063|36383,45,49967,0.000900594,,
2272|*|gene_3455808|GeneMark.hmm|1325_aa|-|999|4976,49,54591,0.000897584,,
12982|*|gene_20536|GeneMark.hmm|804_aa|+|35957|38371,9,10051,0.000895433,,
8149|*|gene_4878400|GeneMark.hmm|935_aa|+|14810|17617,23,25825,0.00089061,,
3580|*|gene_2834053|GeneMark.hmm|1176_aa|+|16135|19665,21,23681,0.000886787,,
12186|*|gene_963|GeneMark.hmm|821_aa|-|77558|80023,23,25995,0.000884786,,
13561|*|gene_12256|GeneMark.hmm|793_aa|+|4481|6862,27,30581,0.000882901,,
11401|*|gene_33642|GeneMark.hmm|839_aa|+|12484|15003,14,15880,0.000881612,,
8178|*|gene_915845|GeneMark.hmm|933_aa|-|11301|14102,92,104369,0.000881488,,
2232|*|gene_13376|GeneMark.hmm|1328_aa|-|34553|38539,23,26540,0.000866616,,
2273|*|gene_4884073|GeneMark.hmm|1325_aa|-|23|4000,34,39307,0.000864986,,
5499|*|gene_28497|GeneMark.hmm|1051_aa|-|25572|28727,3,3472,0.000864055,,
5646|*|gene_915729|GeneMark.hmm|1045_aa|-|6123|9260,13,15065,0.000862927,,
3254|*|gene_3840823|GeneMark.hmm|1207_aa|+|9506|13129,88,102254,0.000860602,,
8164|*|gene_16330|GeneMark.hmm|934_aa|-|35951|38755,55,64075,0.000858369,,
6551|*|gene_15012|GeneMark.hmm|1002_aa|+|54323|57331,16,18719,0.000854747,,
12929|*|gene_4216341|GeneMark.hmm|806_aa|-|23767|26187,28,32915,0.000850676,,
7054|*|gene_4328916|GeneMark.hmm|981_aa|-|46768|49713,16,18833,0.000849573,,
12404|*|gene_365481|GeneMark.hmm|818_aa|-|27595|30051,52,61688,0.000842952,,
4084|*|gene_48895|GeneMark.hmm|1136_aa|-|8092|11502,9,10692,0.000841751,,
9344|*|gene_3230282|GeneMark.hmm|895_aa|+|928|3615,8,9516,0.000840689,,
10692|*|gene_1717462|GeneMark.hmm|856_aa|-|8501|11071,17,20287,0.000837975,,
491|*|gene_30230|GeneMark.hmm|1904_aa|+|78|5792,29,34945,0.000829876,,
13166|*|gene_35325|GeneMark.hmm|801_aa|-|29704|32109,10,12349,0.000809782,,
7157|*|gene_3078055|GeneMark.hmm|976_aa|-|605|3535,16,20062,0.000797528,,
6203|*|gene_1142878|GeneMark.hmm|1021_aa|-|28350|31415,68,85512,0.00079521,,
14381|*|gene_4858478|GeneMark.hmm|778_aa|-|4440|6776,5,6305,0.000793021,,
3022|*|gene_3628982|GeneMark.hmm|1228_aa|+|2|3688,40,50475,0.000792472,,
4566|*|gene_1916352|GeneMark.hmm|1105_aa|-|35794|39111,49,62830,0.000779882,,
454|*|gene_29201|GeneMark.hmm|1934_aa|-|34195|39999,8,10324,0.000774893,,
4645|*|gene_22172|GeneMark.hmm|1099_aa|-|36364|39663,2,2587,0.000773096,,
6277|*|gene_271498|GeneMark.hmm|1017_aa|+|21194|24247,31,40901,0.000757928,,
15405|*|gene_28579|GeneMark.hmm|758_aa|-|7375|9651,6,7922,0.000757384,,
2941|*|gene_4136009|GeneMark.hmm|1237_aa|-|2|3715,28,37239,0.0007519,,
6945|*|gene_47339|GeneMark.hmm|984_aa|+|16037|18991,36,47988,0.000750188,,
3076|*|gene_325143|GeneMark.hmm|1223_aa|+|21532|25203,3,4000,0.00075,,
13083|*|gene_1249077|GeneMark.hmm|804_aa|-|3130|5544,2,2676,0.000747384,,
